,0,1,2,3
0,CDVAE,0.14857218564805735,24.0,15761.376999139786
1,PC,0.2023993835845047,35.0,6.491564989089966
2,CCDR,0.24734252435377002,26.0,3.173370122909546
3,GES,0.09499263777033977,67.87028526915267,1.154261827468872
4,LiNGAM,0.17561139840551604,30.0,2.2131288051605225
