,0,1,2,3
0,CDVAE,0.3493343311372066,13.0,15387.888347148895
1,PC,0.13813868570538573,31.0,5.427030801773071
2,CCDR,0.0803252999125197,43.0,3.0690250396728516
3,GES,0.10207702764756998,55.0,1.130021095275879
4,LiNGAM,0.2700153787004998,20.0,3.4207990169525146
