,0,1,2,3
0,CDVAE,0.2501379774919094,25.0,20000.400708913803
1,PC,0.27444988047666624,35.0,6.59592080116272
2,CCDR,0.18528353134577488,70.0,2.453500986099243
3,GES,0.189339616775564,53.0,1.0187499523162842
4,LiNGAM,0.16755952380952382,31.0,2.3788468837738037
