,0,1,2,3
0,CDVAE,0.2390779879435184,19.0,24203.01752281189
1,PC,0.39926525588996986,30.0,6.962942123413086
2,CCDR,0.19775224733279137,64.0,3.2948720455169678
3,GES,0.1378609633847824,56.0,1.2855660915374756
4,LiNGAM,0.28988095238095235,22.0,4.171390056610107
