,0,1,2,3
0,CDVAE,0.31067413006311895,29.0,17271.67039012909
1,PC,0.35723867560458117,39.0,6.66374397277832
2,CCDR,0.2937845122713544,45.0,2.4034361839294434
3,GES,0.32592413196248954,45.0,1.0039770603179932
4,LiNGAM,0.27035714285714285,34.0,2.376875877380371
