,0,1,2,3
0,CDVAE,0.2708826542562938,36.0,16311.967044115067
1,PC,0.1874600039474761,58.0,9.711528301239014
2,CCDR,0.15211699671507048,57.0,2.458920955657959
3,GES,0.10376319123857569,78.0,0.9974331855773926
4,LiNGAM,0.1887037037037037,39.0,2.3262689113616943
