,0,1,2,3
0,CDVAE,0.24376319945170943,19.0,16663.45207977295
1,PC,0.06626543209876543,40.0,7.159668922424316
2,CCDR,0.0754768515002433,48.0,2.4864399433135986
3,GES,0.05924476806995916,70.0,1.0575709342956543
4,LiNGAM,0.18435185185185182,20.0,2.3627047538757324
