,0,1,2,3
0,CDVAE,0.07088145336286603,30.0,16958.384804964066
1,PC,0.27903653832798214,31.0,6.30196213722229
2,CCDR,0.0716631735565291,91.0,2.5522658824920654
3,GES,0.0738326096461568,85.0,1.0057759284973145
4,LiNGAM,0.12104978354978355,28.0,2.3483519554138184
