,0,1,2,3
0,CDVAE,0.20899328062027453,26.0,6345.868598937988
1,PC,0.24564475122578575,40.0,5.286535978317261
2,CCDR,0.14941368744774317,55.0,1.9773070812225342
3,GES,0.1367017529039588,63.0,0.8285691738128662
4,LiNGAM,0.17075,28.0,1.3660762310028076
