,0,1,2,3
0,CDVAE,0.15864104151642217,47.0,10068.908169031143
1,PC,0.20186099869923396,57.0,6.038131952285767
2,CCDR,0.20329350765917312,65.0,2.1027750968933105
3,GES,0.11451229026712068,90.0,0.9140069484710693
4,LiNGAM,0.11199343824343823,45.0,1.6319029331207275
