,0,1,2,3
0,CDVAE,0.3110344209287477,19.0,16837.81019592285
1,PC,0.17175542390780643,41.0,7.562953948974609
2,CCDR,0.16386139833361893,58.0,2.4876017570495605
3,GES,0.08662744428345515,74.0,1.0270261764526367
4,LiNGAM,0.2832692307692308,27.0,2.3893439769744873
