,0,1,2,3
0,CDVAE,0.4059110916714334,22.0,11361.180965185165
1,PC,0.24506807383040935,26.0,5.97327995300293
2,CCDR,0.29236847541075484,34.0,2.225968837738037
3,GES,0.2683121276871277,34.0,0.9230411052703857
4,LiNGAM,0.3111448688271605,20.0,1.931743860244751
